Dataset,Modelo,Seed,k,DSEL_perc,Tempo_segundos,MAE,RMSE,R2,MAE_RARE,RMSE_RARE,RARES_TEST,PERC_RARES_TEST,P10_train,P90_train
mortgage,DESREG-DRS,4,5.0,0.5,69.4858808517456,0.10934190476190475,0.2007234823854756,0.9959142244243532,0.26308,0.4158778213438583,35,16.666666666666664,4.14,12.182000000000002
mortgage,DESREG-DRS,4,5.0,0.5,69.4858808517456,0.10934190476190475,0.2007234823854756,0.9959142244243532,0.26308,0.4158778213438583,35,16.666666666666664,4.14,12.182000000000002
mortgage,DESREG-DES,4,5.0,0.5,94.91387438774109,0.07825096272246265,0.1335111023575832,0.998192355994164,0.19040707111935662,0.27253029971839215,35,16.666666666666664,4.14,12.182000000000002
mortgage,DESREG-DES,4,5.0,0.5,94.91387438774109,0.07825096272246265,0.1335111023575832,0.998192355994164,0.19040707111935662,0.27253029971839215,35,16.666666666666664,4.14,12.182000000000002
fuel,Decision Tree,0,,,0.021234989166259766,0.3453257790368272,0.5388320177409432,0.9086580680272879,0.4263157894736841,0.6128020200598833,76,21.529745042492916,5.1,9.3
fuel,Decision Tree,0,,,0.021234989166259766,0.3453257790368272,0.5388320177409432,0.9086580680272879,0.4263157894736841,0.6128020200598833,76,21.529745042492916,5.1,9.3
fuel,Random Forest,0,,,0.5374741554260254,0.2869095845136923,0.40303105251651744,0.948897702869016,0.3477335526315788,0.48638595464404716,76,21.529745042492916,5.1,9.3
fuel,Random Forest,0,,,0.5374741554260254,0.2869095845136923,0.40303105251651744,0.948897702869016,0.3477335526315788,0.48638595464404716,76,21.529745042492916,5.1,9.3
fuel,Bagging,0,,,1.550370693206787,0.2878111425873465,0.41194355588188214,0.9466125924516943,0.35115789473684195,0.4975867023100491,76,21.529745042492916,5.1,9.3
fuel,Bagging,0,,,1.550370693206787,0.2878111425873465,0.41194355588188214,0.9466125924516943,0.35115789473684195,0.4975867023100491,76,21.529745042492916,5.1,9.3
fuel,DESREG-SE,0,5.0,0.5,1.8812816143035889,0.3446997526867213,0.4728468239900115,0.9296596770363134,0.46148003341687516,0.6195663651002601,76,21.529745042492916,5.1,9.3
fuel,DESREG-SE,0,5.0,0.5,1.8812816143035889,0.3446997526867213,0.4728468239900115,0.9296596770363134,0.46148003341687516,0.6195663651002601,76,21.529745042492916,5.1,9.3
fuel,DESREG-DRS,0,5.0,0.5,115.54554057121277,0.3532521246458922,0.4986395883736913,0.9217765590438889,0.37926315789473686,0.5209017484890479,76,21.529745042492916,5.1,9.3
fuel,DESREG-DRS,0,5.0,0.5,115.54554057121277,0.3532521246458922,0.4986395883736913,0.9217765590438889,0.37926315789473686,0.5209017484890479,76,21.529745042492916,5.1,9.3
fuel,DESREG-DES,0,5.0,0.5,148.46408987045288,0.3048600022105688,0.44361233692927343,0.9380885983657652,0.3677609952912584,0.5234702523225969,76,21.529745042492916,5.1,9.3
fuel,DESREG-DES,0,5.0,0.5,148.46408987045288,0.3048600022105688,0.44361233692927343,0.9380885983657652,0.3677609952912584,0.5234702523225969,76,21.529745042492916,5.1,9.3
fuel,Decision Tree,1,,,0.01811695098876953,0.35722379603399435,0.6309981301292651,0.8692004850434394,0.5164556962025317,1.001391437014808,79,22.379603399433428,5.1,9.2
fuel,Decision Tree,1,,,0.01811695098876953,0.35722379603399435,0.6309981301292651,0.8692004850434394,0.5164556962025317,1.001391437014808,79,22.379603399433428,5.1,9.2
fuel,Random Forest,1,,,0.5562305450439453,0.2995552407932011,0.4760290805742941,0.925558184193232,0.42698734177215236,0.7605762305854986,79,22.379603399433428,5.1,9.2
fuel,Random Forest,1,,,0.5562305450439453,0.2995552407932011,0.4760290805742941,0.925558184193232,0.42698734177215236,0.7605762305854986,79,22.379603399433428,5.1,9.2
fuel,Bagging,1,,,1.8121118545532227,0.30130311614730876,0.4798855623734728,0.9243471388911912,0.4361012658227848,0.7730719913419893,79,22.379603399433428,5.1,9.2
fuel,Bagging,1,,,1.8121118545532227,0.30130311614730876,0.4798855623734728,0.9243471388911912,0.4361012658227848,0.7730719913419893,79,22.379603399433428,5.1,9.2
fuel,DESREG-SE,1,5.0,0.5,4.384947299957275,0.364199433427762,0.5638057399565315,0.8955739201460488,0.5387713080168774,0.902886858571523,79,22.379603399433428,5.1,9.2
fuel,DESREG-SE,1,5.0,0.5,4.384947299957275,0.364199433427762,0.5638057399565315,0.8955739201460488,0.5387713080168774,0.902886858571523,79,22.379603399433428,5.1,9.2
fuel,DESREG-DRS,1,5.0,0.5,111.04219794273376,0.3679830028328611,0.6917927852980026,0.8427820801462681,0.4952911392405065,0.9818826659129152,79,22.379603399433428,5.1,9.2
fuel,DESREG-DRS,1,5.0,0.5,111.04219794273376,0.3679830028328611,0.6917927852980026,0.8427820801462681,0.4952911392405065,0.9818826659129152,79,22.379603399433428,5.1,9.2
